"product_id","code_retour","code_produit","quantite","descr_produit","description_retour","qte_inventaire","qte_detruite","taux_restock","poids","poids_produits","quantite_recue"
"1016","6037","SYN100180","1","GRAISSE - SYN100 GR_2 (180KG)","ERREUR DE FORMAT","1","0","0.05","0","400","1"
"1017","6038","RGP1T","78","GRAISSE - PREMIUM GR_1 TUBES (410G)","SURPLUS D'INVENTAIRE","78","0","0.05","0","85","78"
"1018","6039","ACT36","6","ACTION+: SAVON A MAIN 3.6L","MAUVAIS PRODUIT","6","0","0","0","52","6"
"1019","6040","L011-084","1","DISTRIBUTRICE ANTIROUILLE 5 Gal. (D1000)",,"1","0","0","0","70","1"
"1020","6041","MOLY425","12","MOLY+ AEROSOL 425G","ERREUR DE PRODUIT","0","0","0","0","15","0"
"1021","6042","BC390","4","BRAKE CLEANER 390G","PRODUITS DÉFECTUEUX","0","4","0","0","5","0"
"1024","6044","VPS","1",,,"1","0","0","0","0","1"
"1028","6043","BC390","3","BRAKE CLEANER 390G","PRODUITS DÉFECTUEUX","0","3","0","0","3","3"
"1032","6045","MAX20W50S1","16","MAX4 20W50: HUILE 4 TEMPS SYN 1L","ERREUR DE PRODUIT","16","0","0","0","54","16"
"1033","6046","RG2180S","1","GRAISSE - RG2 (180KG)","ERREUR DE FORMAT","1","0","0","0","400","1"
"1035","6047",,NULL,,NULL,"0","1","0","0",NULL,"0"
"1036","6048","ST80901","12","SYNTOP: HUILE ENGRENAGE SYN 80W90 1L","PRODUITS MANQUANTS","0","0","0","0","27","0"
"1037","6049","RG017","1","GRAISSE - RG0 HIVER (17KG)","LE CLIENT A CHANGÉ D'IDÉE","1","0","0","0","40","1"
"1039","6051","SYN10055","4","GRAISSE - SYN100 GR_2 (55KG)","LIVRÉ A LA MAUVAISE ADRESSE","4","0","0","0","520","4"
"1040","6052","MGSH205","2","HUILE HYDRAULIQUE MULTIGRADE SH - 205L","LIVRÉ À LA MAUVAISE ADRESSE","2","0","0","0","840","2"
"1041","6052","HD5W40S205","1","HUILE MOTEUR DIESEL SYN 5W40 205L","LIVRÉ À LA MAUVAISE ADRESSE","1","0","0","0","420","1"
"1042","6053","RG0T","10","GRAISSE - RG0 HIVER TUBES (400G)","ERREUR DE PRODUIT","10","0","0","0","11","10"
"1043","6054","RGP2T","10","GRAISSE - PREMIUM GR_2 TUBES (430G)","PRODUITS ENDOMMAGÉS","0","10","0","0","11","0"
"1044","6055","HT2T","20","GRAISSE - HT2 TUBES (430GR)","ERREUR DE QTÉ","20","0","0","0","22","20"
"1045","6056","MAX5W40VTTS1","12","MAX4 5W40 VTT:HUILE 4 TEMPS SYN 1L","BOUTEILLES MAL SCELLÉES","10","1","0","0","24","11"
"1049","6057","M5G0T","2","GRAISSE - MOLY 5% GR0 TUBES (400G)","PRODUITS ENDOMMAGÉS DANS LE TRANSPORT","0","0","0","0","2","0"
"1050","6058","TSD350","12","TRANSMISSION ET DIRECTION  350 ML","PRODUIT REÇU EN  TROP","0","0","0","0","9","0"
"1051","6058","ME350","12","ANTIFRICTION MOTEUR ESSENCE 350ML","PRODUIT MANQUANT","0","0","0","0","9","0"
"1053","6050","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","0","1"
"1054","6059","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1055","6060","HD15W40S4","1","HUILE MOTEUR DIESEL SYN 15W40 - 4L","PRODUIT ENDOMMAGÉ DANS LE TRANSPORT","0","1","0","0","8","0"
"1056","6061","GCA6818.9","4","LUBRIFIANT INDUSTRIEL GCA-68 18.9L","MAUVAIS TRANSPORTEUR","4","0","0","0","160","4"
"1057","6062","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1058","6063","RG2T","630","GRAISSE - RG2 TUBES (430G)","RETOUR PAR LE CLIENT","0","0","0.05","0","693","630"
"1059","6064","DB1","1","DB400 1L","BOUTEILLE ET ÉTIQUETTE (BRISÉES)  ???","0","1","0","0","1","1"
"1060","6065","MAX5W40VTTS4","4","MAX4 5W40 VTT:HUILE 4 TEMPS SYN 4L","MAUVAIS PRODUITS","4","0","0","0","33","4"
"1061","6066","RG2T","30","GRAISSE - RG2 TUBES (430G)","PRODUITS NON LIVRÉS","0","30","0","0","33","0"
"1062","6067","CE1","12","CETANE 1L","PRODUITS ENDOMMAGÉ","9","3","0","0","24","12"
"1063","6068","H20","2","ANTIFRICTION HYDRAULIQUE BRUNE 20L","LE CLIENT NE LES VOULAIT PLUS","0","0","0","0","84","0"
"1064","6069","CE1","12","CETANE 1L","PRODUITS NON REÇUS ","0","0","0","0","24","0"
"1065","6068","E20","0","ANTIFRICTION ENGRENAGE 20L","RETOURNÉ PAR ERREUR","2","0","0","0",NULL,"2"
"1066","6070","BC390","24","BRAKE CLEANER 390G","PRODUITS DÉFECTUEUX","0","24","0","0","30","0"
"1067","6071","L011-360","1","JOINT DE COUVERCLE L011-084 (New D1000)","PIECE DÉFECTUEUSE","0","1","0","0","0","0"
"1068","6072","MA340","6","MAXEP AEROSOL 340G","PRODUITS DÉFECTUEUX","0","6","0","0","6","0"
"1069","6073","MAX5W40VTTS4","12","MAX4 5W40 VTT:HUILE 4 TEMPS SYN 4L","ERREUR DE COMMANDE","8","4","0","0","99","12"
"1070","6074","S1020N","6","S1000 NOIR: ANTIROUILLE HUILE 20L","MAUVAIS PRODUIT REÇUS","0","0","0","0","252","0"
"1071","6075","IP1","12","PERFORMA: HUILE 2 TEMPS SYN 1L","PRODUITS ENDOMMAGÉS","7","5","0","0","24","12"
"1072","6076","MTAK400","1","MOLYTAK AEROSOL 400G","CANNETTE DÉFECTUEUSE","0","1","0","0","1","0"
"1073","6077","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1074","6078","S2205N","1","S2000 NOIR: ANTI. POLYMERIC 205L","ERREUR DE PRODUIT","1","0","0","0","420","1"
"1075","6079","EXPO_TENTE 10X10","1","TENTE 10X10",,"1","0","0","0","1","1"
"1076","6079","EXPO_NAPPE NOIRE LOGO","1","NAPPE NOIRE LOGO",,"1","0","0","0","1","1"
"1078","6081","MOLY425","36","MOLY+ AEROSOL 425G","LIVRÉ À LA MAUVAISE ADRESSE","0","0","0","0","45","0"
"1079","6082","BC390","12","BRAKE CLEANER 390G",,"12","0","0","0","15","12"
"1080","6083","RGP2T","690","GRAISSE - PREMIUM GR_2 TUBES (430G)","PRODUITS NON EXPÉDIÉS","0","0","0","0","759","0"
"1081","6084","SYN100T","10","GRAISSE - SYN100% GR_2 (430 GR)","PRODUITS ENDOMMAGÉS","0","10","0","0","11","0"
"1082","6085","BC390","312","BRAKE CLEANER 390G","PRODUITS NON EXPÉDIÉS","0","0","0","0","390","0"
"1083","6086","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1085","6087","BC390","36","BRAKE CLEANER 390G","PRODUITS NON REÇUS","0","0","0","0","1","0"
"1086","6080","EXPO_TENTE 10X20","1","TENTE 10X20",,"1","0","0","0",NULL,"1"
"1087","6088","BSXTS18.9","5","HUILE BIOSHEILD 18.9L","PRODUITS NON EXPÉDIÉS","0","0","0","0","210","0"
"1088","6089","SYN100T","4","GRAISSE - SYN100% GR_2 (430 GR)","PRODUITS ENDOMMAGÉS","0","4","0","0","4","0"
"1089","6090","GEL4","4","GEL: GEL NETTOYANT ANTISEPTIQUE 4L","MAUVAIS PRODUITS","4","0","0","0","33","4"
"1090","6091","EXPO_TENTE 10X10","1","TENTE 10X10",,"1","0","0","0","1","1"
"1091","6092","MAX5W403RS1","24","MAX4 5W40 3R:HUILE 4 TEMPS SYN 1L",,"24","0","0","0","49","24"
"1092","6092","S2501T","60","GRAISSE - SIN 250 GR_1 TUBES (420G)",,"60","0","0","0","66","60"
"1093","6092","S2502T","60","GRAISSE - SIN 250 GR_2 TUBES (430G)",,"60","0","0","0","66","60"
"1094","6092","SIN17","2","GRAISSE - SIN EP2 (17KG)",,"2","0","0","0","80","2"
"1095","6092","HME5W30S1","24","5W30: HUILE MOTEUR ESSENCE SYN 1L",,"24","0","0","0","49","24"
"1096","6092","HME5W20S1","36","5W20: HUILE MOTEUR ESSENCE SYN 1L",,"36","0","0","0","74","36"
"1097","6092","HME0W20S1","48","0W20: HUILE MOTEUR ESSENCE SYN 1L",,"48","0","0","0","99","48"
"1098","6093","IP200","1","PERFORMA: HUILE 2 TEMPS SYN 200ML","PRODUIT NON ÉTIQUETTÉ","0","1","0","0","0","0"
"1099","6094","S2502T","10","GRAISSE - SIN 250 GR_2 TUBES (430G)",,"0","0","0","0","11","0"
"1100","6094","RG1T","30","GRAISSE - RG1 HIVER TUBES (425G)",,"0","0","0","0","33","0"
"1101","6095","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1102","6096","H20","2","ANTIFRICTION HYDRAULIQUE BRUNE 20L","SURPLUS D'INVENTAIRE","2","0","0","0","84","2"
"1104","6097","SLUB375","1","SINLUB AEROSOL 375G","PRODUIT DÉFECTUEUX","0","1","0","0","1","0"
"1105","6098","IP1","12","PERFORMA: HUILE 2 TEMPS SYN 1L","PRODUITS ENDOMMAGÉS","0","12","0","0","24","0"
"1106","6099","SBOL_205","3","ANTIROUILLE BOLDUC 205L","POUR ANALYSE","3","0","0","0","1260","3"
"1107","6100","IP4","4","PERFORMA: HUILE 2 TEMPS SYN 4L","PRODUITS ENDOMMAGÉS","0","4","0","0","32","4"
"1108","6101","POMPE-PC","1","POMPE A LEVIER DC121 (PRODUIT CHIMIQUE)","PRODUIT DÉFECTUEUX","0","1","0","0","10","1"
"1109","6102","S2020N","2","S2000 NOIR: ANTI. POLYMERIC 20L",,"2","0","0","0","84","2"
"1110","6102","S2020A","24","S2000 AMBRE: ANTI. POLYMERIC 20L",,"24","0","0","0","1010","24"
"1111","6103","SYN100T","120","GRAISSE - SYN100% GR_2 (430 GR)",,"120","0","0","0","140","120"
"1112","6103","RG1T","90","GRAISSE - RG1 HIVER TUBES (425G)",,"90","0","0","0","99","90"
"1113","6103","RG2T","90","GRAISSE - RG2 TUBES (430G)",,"90","0","0","0","99","90"
"1114","6103","MGTO18.9","2","TO-4 MULTIGRADE 18.9 LITRES",,"2","0","0","0","84","2"
"1115","6103","MA500","12","MAXEP 500ML",,"12","0","0","0","14","12"
"1116","6103","OC350","12","OCTANE 350ML",,"12","0","0","0","9","12"
"1117","6103","OC65","80","OCTANE 60ML",,"80","0","0","0","14","80"
"1118","6104","S1020N","1","S1000 NOIR: ANTIROUILLE HUILE 20L","MAUVAIS PRODUIT REÇU","1","0","0","0","42","1"
"1119","6105","MOLY425","11","MOLY+ AEROSOL 425G","PRODUITS REÇUS EN TROP","11","0","0","0","13","11"
"1120","6106","MA500","48","MAXEP 500ML","LIVRÉ À LA MAUVAISE ADRESSE","0","0","0","0","0","0"
"1121","6107","RG217","1","GRAISSE - RG2 (17KG)","MAUVAIS PRODUIT COMMANDÉ","1","0","0","0","40","1"
"1122","6108","KRAK325","12","KRAKEN 325G","PRODUITS NON EXPÉDIÉS","0","0","0","0","12","0"
"1123","6109","CE1","12","CETANE 1L","PRODUITS ENDOMMAGÉS","0","12","0","0","24","12"
"1124","6110","S2205N","4","S2000 NOIR: ANTI. POLYMERIC 205L","MAUVAIS PRODUIT COMMANDÉ","4","0","0","0","1680","4"
"1125","6111","IE1","1","ENDURO: HUILE 2 TEMPS SYN 1L","PRODUIT MAL SCELLÉ","0","1","0","0","2","1"
"1126","6112","RG2T","30","GRAISSE - RG2 TUBES (430G)","PRODUITS ENDOMMAGÉS","0","30","0","0","33","30"
"1127","6113","BC390","6","BRAKE CLEANER 390G","PRODUITS DÉFECTUEUX","0","6","0","0","7","0"
"1128","6114","S2501T","10","GRAISSE - SIN 250 GR_1 TUBES (420G)","PRODUITS ENDOMMAGÉS","0","10","0","0","11","0"
"1129","6114","MA500","12","MAXEP 500ML","PRODUITS ENDOMMAGÉS","12","1","0","0","14","11"
"1130","6115","RG2T","70","GRAISSE - RG2 TUBES (430G)","MAUVAIS PRODUIT","0","0","0","0","77","0"
"1131","6116","MOLY425","2","MOLY+ AEROSOL 425G","PERDU","0","2","0","0","2","0"
"1132","6116","MA340","2","MAXEP AEROSOL 340G","PERDU","0","2","0","0","2","0"
"1133","6117","RG2T","30","GRAISSE - RG2 TUBES (430G)","PRODUITS ENDOMMAGÉS","0","30","0","0","33","30"
"1134","6118","S2020N","7","S2000 NOIR: ANTI. POLYMERIC 20L","PRODUITS TROP CLAIR ","7","0","0","0","294","7"
"1136","6120","RG2T","30","GRAISSE - RG2 TUBES (430G)","ERREUR DANS L'ADRESSE","30","0","0","0","33","30"
"1137","6119","MOLY500","12","MOLY LIQUIDE 500ML","PRODUITS ENDOMMAGÉS","12","1","0","0",NULL,"11"
"1138","6121","EXPO_TENTE 10X20","1","TENTE 10X20",,"1","0","0","0","1","1"
"1139","6122","S2020N","1","S2000 NOIR: ANTI. POLYMERIC 20L","ERREUR DE PRODUIT","1","0","0","0","42","1"
"1140","6123","VPS","1","VENTES DE PRODUITS (DIVERS)","VOIR FEUILLE EN ANNEXE","1","0","0","0","0","1"
"1141","6124","OC65","20","OCTANE 60ML","PRODUITS MANQUANTS","0","0","0","0","3","0"
"1142","6125","CASQUETTE KRAKEN","1","CASQUETTE KRAKEN PROMO","PRODUIT PERDU DANS LE TRANSPORT","0","1","0","0","0","0"
"1143","6126","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1144","6127","MA500","2","MAXEP 500ML","MAUVAIS PRODUIT REÇUS","0","0","0","0","2","0"
"1145","6128","S1205N","1","S1000 NOIR: ANTIROUILLE HUILE 205L","MAUVAIS PRODUIT","1","0","0","0","420","1"
"1146","6129","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1147","6130","S1205N","1","S1000 NOIR: ANTIROUILLE HUILE 205L","PRODUIT NON CONFORME","1","1","0","0","420","1"
"1148","6131","DG520","1","DG5: DEGRAISSEUR BIO 20L","COLIS PERDU","0","1","0","0","48","0"
"1149","6132","SR28","1","ÉCHANTILLON 65 ML (SR28)",,"1","0","0","0","0","1"
"1150","6132","RG2T","30","GRAISSE - RG2 TUBES (430G)","PRODUITS EN SURPLUS","0","0","0","0","33","0"
"1151","6133","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1152","6134","MOLY425","36","MOLY+ AEROSOL 425G","PRODUITS NON EXPÉDIÉS // BO","0","0","0","0","45","0"
"1153","6135","EXPO_MAGNUM LOGO SINTO","1","MAGNUM-LOGO SINTO / NOIR",,"1","0","0","0","1","1"
"1154","6135","EXPO_DRAPEAU","2","DRAPEAU SINTO",,"2","0","0","0","2","2"
"1155","6135","EXPO_BATON DE DRAPEAU","2","BATON DE DRAPEAU",,"2","0","0","0","2","2"
"1156","6135","EXPO_PIEDS DE DRAPEAU","2","PIEDS DE DRAPEAU (SEULEMENT)",,"2","0","0","0","2","2"
"1157","6135","EXPO_ROLL-UP TRACTEUR","1","ROLL-UP PRODUITS INDUSTRIELS (TRACTEUR)",,"1","0","0","0","1","1"
"1158","6135","EXPO_ROLL-UP KRAKEN","1","ROLL-UP KRAKEN",,"1","0","0","0","1","1"
"1159","6135","PPDEP518","25","BROCHURE CORPORATIF FRANCAIS",,"0","0","0","0","1","0"
"1160","6136","RG1T","5","GRAISSE - RG1 HIVER TUBES (425G)","PRODUITS ENDOMMAGÉS","0","5","0","0","5","0"
"1161","6136","RG2T","1","GRAISSE - RG2 TUBES (430G)","PRODUITS ENDOMMAGÉS","0","1","0","0","1","0"
"1162","6137","MA20","1","MAXEP 20L","PRODUIT ENDOMMAGÉ","0","1","0","0","40","0"
"1163","6138","S1020N","1","S1000 NOIR: ANTIROUILLE HUILE 20L","PRODUITS ENDOMMAGÉS","0","1","0","0","42","1"
"1164","6139","L015-144","1","TIGE CAOUTC. COURBÉE 22"" SWIVEL TC22-SW","PRODUIT DÉFECTUEUX","0","1","0","0","1","1"
"1165","6140","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1166","6141","RG2T","9","GRAISSE - RG2 TUBES (430G)","PRODUITS ENDOMMAGÉS","0","9","0","0","9","0"
"1167","6141","RGP2T","2","GRAISSE - PREMIUM GR_2 TUBES (430G)","PRODUITS ENDOMMAGÉS","0","2","0","0","2","0"
"1168","6142","ME350","12","ANTIFRICTION MOTEUR ESSENCE 350ML","MAUVAIS PRODUITS REÇUS","12","0","0","0","9","12"
"1169","6143","S2020N","1","S2000 NOIR: ANTI. POLYMERIC 20L","PRODUIT DÉFECTUEUX","0","1","0","0","42","1"
"1170","6144","SW20","1","WINTERGUARD: ANTIROUILLE 20L","PRODUIT DÉFECTUEUX ","0","1","0","0","38","1"
"1171","6145","OC65","1","OCTANE 60ML","PRODUIT MAL SCELLÉ","0","1","0","0","0","0"
"1172","6145","MAX5W40VTTS1","1","MAX4 5W40 VTT:HUILE 4 TEMPS SYN 1L","BOUCHON CASSÉ, SCELLANT PERFORÉ ","0","1","0","0","2","0"
"1173","6146","MA500","12","MAXEP 500ML","RAPPEL DE PRODUIT","0","12","0","0","14","12"
"1174","6147","MA500","12","MAXEP 500ML","RAPPEL DE PRODUIT","0","12","0","0","14","12"
"1175","6148","MA500","24","MAXEP 500ML","RAPPEL DE PRODUIT","0","24","0","0","28","24"
"1176","6149","MA500","12","MAXEP 500ML","RAPPEL DE PRODUIT","0","0","0","0","14","0"
"1177","6150","MA500","1","MAXEP 500ML","RAPPEL DE PRODUIT","0","1","0","0","1","1"
"1178","6151","SW20","3","WINTERGUARD: ANTIROUILLE 20L","PRODUITS NON CONFORME","0","3","0","0","114","3"
"1179","6152","SLUB375","12","SINLUB AEROSOL 375G","PRODUITS ENDOMMAGÉS","8","4","0","0","14","9"
"1180","6153","MOLY500","1","MOLY LIQUIDE 500ML","ITEM PERDU.","0","0","0","0",NULL,"0"
"1181","6154","S1004N","12","S1000 NOIR: ANTIROUILLE HUILE 4L","PRODUITS NON EXPÉDIÉS","0","0","0","0","0","0"
"1182","6154","S1004B","8","S1000 BLEU: ANTIROUILLE HUILE 4L","PRODUITS NON EXPÉDIÉS","0","0","0","0",NULL,"0"
"1183","6154","S2004A","2","S2000 AMBRE: ANTI. HUILE ET CIRE 4L","PRODUITS EXÉPÉDIÉS PAR ERREUR","0","0","0","0",NULL,"0"
"1184","6155","SW20","1","WINTERGUARD: ANTIROUILLE 20L","PRODUIT ENDOMMAGÉ","0","1","0","0","38","1"
"1185","6156","RG1T","60","GRAISSE - RG1 HIVER TUBES (425G)","PRODUITS NON EXPÉDIÉS","0","0","0","0","66","0"
"1186","6157","SE3205V","1","ENVIRO3 VERT: ANTI. ECOLOGIQUE 205L","LE CLIENT NE VEUT PAS LE PRODUIT","1","0","0","0","420","1"
"1187","6158","EXPO_MAGNUM GAUCHE","1","MAGNUM-EQUIPÉ POUR PERFORMER-GAUCHE/BILINGUE",,"1","0","0","0","1","1"
"1188","6158","EXPO_DRAPEAU","1","DRAPEAU SINTO",,"1","0","0","0","1","1"
"1189","6158","EXPO_BATON DE DRAPEAU","1","BATON DE DRAPEAU",,"1","0","0","0","1","1"
"1190","6158","EXPO_PIEDS DE DRAPEAU","1","PIEDS DE DRAPEAU (SEULEMENT)",,"1","0","0","0","1","1"
"1191","6159","SW20","3","WINTERGUARD: ANTIROUILLE 20L","PRODUIT NON CONFORME","0","3","0","0","114","3"
"1192","6160","PPDEP518","30","BROCHURE CORPORATIF FRANCAIS","PRODUITS NON EXPÉDIÉS","0","0","0","0","1","0"
"1193","6161","SYN100T","30","GRAISSE - SYN100% GR_2 (430 GR)","PRODUITS EN TROP ET LE CLIENT NE VEUT PLUS LE PRODUIT","30","0","0","0","35","30"
"1194","6162","RG0T","60","GRAISSE - RG0 HIVER TUBES (400G)","BUG ... INFORMATIQUE","0","0","0","0","66","0"
"1195","6162","RG1T","90","GRAISSE - RG1 HIVER TUBES (425G)","BUG ... INFORMATIQUE","0","0","0","0","99","0"
"1196","6163","HD5W40S18.9","1","HUILE MOTEUR DIESEL SYN 5W40 18.9 L","ERREUR DE COMMANDE","1","0","0","0","40","1"
"1197","6164","L033-208","1","KIT POMPE AIR SYSTEM 60/205L RP-1202","ERREUR DE COMMANDE","1","0","0","0","70","1"
"1198","6165","RG1T","4","GRAISSE - RG1 HIVER TUBES (425G)","PRODUITS ENDOMMAGÉS","0","0","0","0","4","0"
"1199","6166","SINT","60","GRAISSE - SIN EP2 TUBES (440G)",,"0","0","0","0","66","0"
"1200","6166","HD10W30S18.9","15","HUILE MOTEUR DIESEL SYN 10W30 18.9L",,"0","0","0","0","600","0"
"1201","6167","PDTIM100","1","DEMO: TIMKEN (SANS COFFRE)","APPAREIL DÉFECTUEUX","0","1","0","0","40","1"
"1202","6168","S2004N","1","S2000 NOIR: ANTI. HUILE ET CIRE 4L","BOUTEILLE  QUI A COULÉ","0","1","0","0","8","0"
"1203","6169","PVTSH265_L","4","TSHIRT: NOIR IMPRIMÉ_LARGE","PRODUITS NON REÇU","0","0","0","0","0","0"
"1205","6170","MA340","12","MAXEP AEROSOL 340G","MAUVAISE ADRESSE","0","0","0","0","12","0"
"1206","6171","MAX0W40S4","1","MAX4 0W40: HUILE 4 TEMPS SYN 4L","PRODUIT MAL SCELLE","0","1","0","0","8","0"
"1207","6172","RG1T","10","GRAISSE - RG1 HIVER TUBES (425G)","PRODUITS NON EXPÉDIÉS ","0","0","0","0","11","0"
"1208","6172","RG2T","10","GRAISSE - RG2 TUBES (430G)","PRODUITS NON EXPÉDIÉS ","0","0","0","0","11","0"
"1209","6172","CE20","1","CETANE 20L","PRODUITS NON EXPÉDIÉS ","0","0","0","0","42","0"
"1210","6172","OC350","12","OCTANE 350ML","PRODUITS NON EXPÉDIÉS ","0","0","0","0","9","0"
"1211","6173","M5G217","1","GRAISSE - MOLY 5% GR2 - (17KG)","ERREUR DE PRODUIT","0","1","0","0","40","0"
"1212","6174","DG10400","2","DG10: DEGRAISSEUR INDUSTRIEL 400G","PRODUITS MANQUANTS DANS LA BOITE","0","0","0","0","2","0"
"1213","6175","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1214","6176","BC390","3","BRAKE CLEANER 390G","PRODUITS DÉFECTUEUX","0","3","0","0","3","0"
"1215","6177","M5G0T","60","GRAISSE - MOLY 5% GR0 TUBES (400G)","MAUVAIS PRODUITS","60","0","0","0","66","60"
"1216","6178","ISO220S18.9","24","ISO220: HUILE ENGRENAGE ISO 220 18.9L",,"24","0","0","0","1010","24"
"1217","6179","MA500","1","MAXEP 500ML","PRODUITS NON REÇU / ENDOMMAGÉ ","0","1","0","0","1","0"
"1218","6180","AR400A","1","ANTIROUILLE AEROSOL AMBRE 400G","PRODUIT MANQUANT DANS LA BOITE","0","0","0","0","1","0"
"1219","6181","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1220","6182","AR400A","12","ANTIROUILLE AEROSOL AMBRE 400G","PRODUITS NON EXPÉDIÉS","0","0","0","0","15","0"
"1221","6183","RGP2T","10","GRAISSE - PREMIUM GR_2 TUBES (430G)","PRODUITS ENDOMMAGÉS DANS LE TRANSPORT","0","10","0","0","11","0"
"1222","6183","RGP1T","6","GRAISSE - PREMIUM GR_1 TUBES (410G)","PRODUITS ENDOMMAGÉS DANS LE TRANSPORT","0","6","0","0","6","0"
"1223","6183","SW400","12","ANTI. WINTERGUARD EN AEROSOL 400G","PRODUITS NON EXPÉDIÉS","0","0","0","0","15","0"
"1224","6184","SINT","5","GRAISSE - SIN EP2 TUBES (440G)","PRODUITS INVENDABLES ","0","5","0","0","5","0"
"1225","6184","FIX3500","4","FIX3: DESINFECTANTS 500ML",NULL,"0","4","0","0","4","0"
"1226","6184","ACT70_LG","2","LINGETTE NETTOYANTE (70)",NULL,"0","2","0","0","5","0"
"1227","6184","DG51","11","DG5: DEGRAISSEUR BIO 1L",NULL,"0","11","0","0","29","0"
"1228","6184","MA140","1","MAXEP AEROSOL 140G",NULL,"0","1","0","0","0","0"
"1229","6185","IP20","1","PERFORMA: HUILE 2 TEMPS SYN 20L","PRODUIT NON CONFORME ( FAIRE une analyse du produit )","0","1","0","0","42","1"
"1230","6186","S2020A","3","S2000 AMBRE: ANTI. POLYMERIC 20L","ERREUR DE COMMANDE","3","0","0","0","126","3"
"1231","6186","S3020B","1","S3000 BRUN: ANTI. HUILE ET CIRE 20L","ERREUR DE COMMANDE","1","0","0","0","42","1"
"1232","6187","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1233","6188","HD5W40S18.9","1","HUILE MOTEUR DIESEL SYN 5W40 18.9 L","PRODUITS ENDOMMAGÉS DANS LE TRANSPORT","0","1","0","0","40","0"
"1234","6189","MA500","12","MAXEP 500ML","ERREUR DE PRODUIT","12","0","0","0","14","12"
"1235","6190","OC350","12","OCTANE 350ML","PRODUITS ENDOMMAGÉS DANS LE TRANSPORT","0","12","0","0","0","11"
"1236","6191","VPS","1","VENTES DE PRODUITS (DIVERS)","VOIR COMMANDE","1","0","0","0","0","1"
"1237","6192","CASE500","1","CHAINCASE: HUILE CHAINE SYN 500ML","MAUVAIS PRODUIT DANS LA BOUTEILLE","0","1","0","0","1","1"
"1238","6193","EXPO_ROLL-UP PERFORMA","1","ROLL-UP PERFORMA","REVENU SUR R6250","0","0","0","0","1","0"
"1239","6193","EXPO_ROLL-UP MAX4","1","ROLL-UP MAX4","REVENU SUR R6250","0","0","0","0","1","0"
"1240","6193","EXPO_DRAPEAU","2","DRAPEAU SINTO",,"0","0","0","0","2","0"
"1241","6193","EXPO_BATON DE DRAPEAU","2","BATON DE DRAPEAU",,"0","0","0","0","2","0"
"1242","6193","EXPO_PIEDS DE DRAPEAU","2","PIEDS DE DRAPEAU (SEULEMENT)",,"0","0","0","0","2","0"
"1243","6194","EXPO_TENTE 10X10","1","TENTE 10X10",,"0","0","0","0","1","0"
"1244","6195","GB7514018.9","1","GEARBOX XT: HUILE ENGR. SYN 75W140 18.9L","PRODUIT ENDOMMAGÉ DANS LE TRANSPORT","0","1","0","0","42","0"
"1245","6196","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1246","6197","MAX5W40S20","1","MAX4 5W40: HUILE 4 TEMPS SYN 20L","PRODUIT PAS COMMANDÉ","1","0","0","0","40","1"
"1247","6198","S2205A","1","S2000 AMBRE: ANTI. POLYMERIC 205L","ERREUR DE PRODUIT","1","0","0","0","420","1"
"1248","6199","BV17","1","CHAUDIÈRE VIDE DE 17 KG","ERREUR DE PRODUIT","0","1","0","0","3","0"
"1249","6200","NTX350","24","NTX ESSENCE 350ML","ERREUR DE PRODUIT","0","0","0","0","18","0"
"1250","6201","MTAK400","24","MOLYTAK AEROSOL 400G","ERREUR D'ADRESSE D'EXPÉDITION","0","0","0","0","30","0"
"1251","6202","PVCHA200_XL","1","CHANDAIL: COTON OUATE CAPUCHON_X LARGE","PRODUIT NON EXPÉDIÉ","0","0","0","0","0","0"
"1253","6203","SW20","1","WINTERGUARD: ANTIROUILLE 20L","QUALITÉ DOUTEUSE","0","1","0","0","38","1"
"1254","6204","RG2T","18","GRAISSE - RG2 TUBES (430G)","PRODUITS DÉFECTUEUX","0","18","0","0","19","18"
